x1,x2,x3,x4,x5,x6,x7,z
0.319910923335509,0.485714285714286,0.0926910299003322,0.204318936877076,0.111627906976744,0.465116279069767,0.867647058823529,0.977449108838615
0.319090064269206,0.244444444444444,0.0329214858090238,0.243450571718049,0.210529085909025,0.592113054119133,0.681818181818182,0.706887973261482
0.319090064269206,0.244444444444444,0.0329214858090238,0.243450571718049,0.210529085909025,0.592113054119133,0.681818181818182,0.616838149651466
0.319090064269206,0.244444444444444,0.274586296739666,0.49992254066615,0.225336243926484,0.633758186043236,0.681818181818182,0.783425619070725
0.319090064269206,0.244444444444444,0.533737854237334,0.749962836331203,0.216224982093869,0.608132762139006,0.681818181818182,0.721514154662458
0.303765901324936,0.466666666666667,0.576077885952712,0.854242002781641,0.278164116828929,0.596065964633419,0.595238095238095,0.614027578568555
0.303765901324936,0.466666666666667,0.520022402688323,0.800056006720807,0.280033604032484,0.600072008641037,0.595238095238095,0.500866957921228
0.303765901324936,0.466666666666667,0.628263337116913,0.912031782065834,0.283768444948922,0.608075239176261,0.595238095238095,0.437786419498737
0.333390952962433,0.177777777777778,0.128571428571429,0.364285714285714,0.235714285714286,0.642857142857143,0.75,0.50655306131802
0.333390952962433,0.177777777777778,0.192857142857143,0.428571428571428,0.235714285714286,0.642857142857143,0.75,0.504310823115965
0.485065502686992,0.177777777777778,0.595744680851064,0.829787234042553,0.234042553191489,0.638297872340426,0.75,0.669201215886696
0.485065502686992,0.177777777777778,0.442857142857143,0.678571428571428,0.235714285714286,0.642857142857143,0.75,0.815462081061004
0.485065502686992,0.177777777777778,0.211267605633803,0.443661971830986,0.232394366197183,0.633802816901408,0.75,0.473328694192662
0.33472366352331,0.177777777777778,0.364285714285714,0.528571428571428,0.164285714285714,0.642857142857143,0.9375,0.562735418515751
0.33472366352331,0.177777777777778,0.107142857142857,0.271428571428571,0.164285714285714,0.642857142857143,0.9375,0.430732761387024
0.486997001632459,0.177777777777778,0.309352517985612,0.474820143884892,0.165467625899281,0.647482014388489,0.9375,0.698153407558901
0.483023431724056,0.177777777777778,0.388489208633093,0.625899280575539,0.237410071942446,0.647482014388489,0.75,0.710420028681043
0.483023431724056,0.177777777777778,0.242857142857143,0.478571428571429,0.235714285714286,0.642857142857143,0.75,0.878171741182555
0.339438591022848,0.177777777777778,0.4,0.635714285714286,0.235714285714286,0.642857142857143,0.75,0.798652390622311
0.341860988454089,0.177777777777778,0.37410071942446,0.539568345323741,0.165467625899281,0.647482014388489,0.9375,0.617832527266808
0.486266047503366,0.177777777777778,0.0709219858156029,0.234042553191489,0.163120567375887,0.638297872340426,0.9375,0.641655928353344
0.310780531424838,0.331081081081081,0.08,0.58,0.5,1.48,1.03061224489796,1.04469510473654
0.310780531424838,0.331081081081081,0.88,0.89,0.01,1.48,1.03061224489796,1.00195109049916
0.310780531424838,0.331081081081081,0.59,0.6,0.01,1.48,1.03061224489796,0.940506264359552
0.310780531424838,0.331081081081081,0.23,0.24,0.01,1.48,1.03061224489796,0.776319834103784
0.310780531424838,0.331081081081081,0,0.01,0.01,1.48,1.03061224489796,0.694156075048498
0.310780531424838,0.331081081081081,0.35,0.36,0.01,1.48,1.03061224489796,0.871494498706432
