%weka 3.8.6 now available in sourceforge:
%additive regression
%i think it's better than trees
%it's like RelU activation funciton
%or ABS(x) activation function
%lazy:
%ibk (k-nearest neighborus classifier, distance weighting = 1- dist or 1/dist, KNN=5)
%trees: mtrules
%trees: randomtree (depth)
%SMOReg = support vector machine
%R still has some good packages like MARS
@relation 'data_synthetic'
@attribute x1 numeric
@attribute x2 numeric
@attribute y numeric
@data
0.482563165482144,0.00159925164446539,-0.282228318262938
0.487685505119402,0.568625236111528,-0.282033287224139
0.815690056144433,0.86272572045114,-0.289756023547221
0.342004961736837,0.036380255944502,-0.281437037163635
0.634816457144152,0.681494060403767,-0.267210983379154
0.511029097004968,0.956128752664025,-0.278445140146543
0.907481703976367,0.626309543912944,-0.297654554582194
0.27095808171806,0.555364292817017,-0.271552394674669
0.907652942373112,0.853644654465396,-0.297664565111416
0.153916895583831,0.0537224332729449,-0.241940974582709
0.81913116895763,0.0703767778670522,-0.290143333294083
0.380743827419525,0.141555215880256,-0.282838429701719
0.948857237325264,0.240668295822073,-0.299561897059774
0.428419355108991,0.159668910215083,-0.283327153692974
0.972561190586867,0.588997858288491,-0.300191817093158
0.489462769810786,0.762615026620031,-0.281961939852875
0.564067598953511,0.521607451262477,-0.274757425678485
0.62251093452291,0.266823460776161,-0.26873930735412
0.692382390986725,0.805192109928122,-0.258854732315093
0.676898805702915,0.231543657778927,-0.261297799894228
0.430856065430683,0.183996082065565,-0.28331549981844
0.75785818873097,0.882809831577704,-0.246933411480959
0.372920427519504,0.0173027991530724,-0.282627974584036
0.341868266593779,0.334122739283783,-0.281430497937076
0.299167562334142,0.0415039735325542,-0.278689393270538
0.699079730783929,0.886041722422557,-0.257753430890455
0.317485168716791,0.150948537248483,-0.280084697978809
0.481747392850371,0.913720041629193,-0.282257925235705
0.557726033455199,0.301519559837671,-0.275287187946064
0.0338193497674995,0.306436608813695,-0.211556295491177
0.380638867329573,0.726400028781896,-0.2828358492378
0.60793862477576,0.34564138214518,-0.270431660619995
0.166785139683844,0.220395286792572,-0.245196640340013
0.387591827842969,0.0139643191198536,-0.282992504941075
0.319541714836846,0.158278488553278,-0.28021198159746
0.238003325771782,0.763456435875355,-0.263214841420261
0.18390506602933,0.129132976344696,-0.24952798170542
0.3543111373831,0.161938965561803,-0.281979803135813
0.0596667468899785,0.630635212236114,-0.218095686963165
0.084464604632676,0.761687065865419,-0.224369544972067
0.14699836365474,0.535309542155204,-0.240190586004649
0.345484126822373,0.771921370997295,-0.281599699520195
0.958670224281966,0.815227907847552,-0.299863565564575
